"年月日","都道府県ID","商品ID","数量"
"2018/3/1","15","4","4"
"2018/3/1","16","4","4"
"2018/3/1","24","4","4"
"2018/3/1","36","4","4"
"2018/3/1","37","4","4"
"2018/3/1","40","4","4"
"2018/3/1","46","4","4"
"2018/4/1","4","4","4"
"2018/4/1","7","4","4"
"2018/4/1","18","4","4"
"2017/5/1","44","4","4"
"2017/6/1","11","4","4"
"2017/7/1","7","4","4"
"2017/7/1","16","4","4"
"2017/7/1","18","4","4"
"2017/7/1","24","4","4"
"2017/7/1","37","4","4"
"2017/7/1","40","4","4"
"2017/8/1","20","4","4"
"2017/8/1","25","4","4"
"2017/9/1","3","4","4"
"2017/9/1","14","4","4"
"2017/9/1","21","4","4"
"2016/7/31","25","4","4"
"2016/8/31","7","4","4"
"2016/8/31","17","4","4"
"2016/8/31","18","4","4"
"2016/8/31","20","4","4"
"2016/8/31","46","4","4"
"2016/9/30","7","4","4"
"2016/9/30","16","4","4"
"2016/9/30","18","4","4"
"2016/9/30","24","4","4"
"2016/9/30","37","4","4"
"2016/9/30","40","4","4"
"2016/10/31","7","4","4"
"2016/10/31","17","4","4"
"2016/10/31","18","4","4"
"2016/10/31","20","4","4"
"2016/10/31","46","4","4"
"2016/11/30","5","4","4"
"2018/1/1","28","4","4"
"2018/1/1","37","4","4"
"2018/2/1","16","4","4"
"2018/2/1","40","4","4"
"2016/12/31","5","4","4"
"2016/12/31","8","4","4"
"2016/12/31","11","4","4"
"2016/12/31","12","4","4"
"2016/12/31","31","4","4"
"2016/12/31","44","4","4"
"2018/4/1","23","4","4"
"2018/4/1","24","4","4"
"2018/4/1","28","4","4"
"2018/4/1","36","4","4"
"2018/4/1","41","4","4"
"2018/4/1","46","4","4"
"2018/5/1","7","4","4"
"2018/5/1","18","4","4"
"2018/5/1","42","4","4"
"2018/5/1","46","4","4"
"2018/5/1","47","4","4"
"2018/6/1","14","4","4"
"2018/6/1","21","4","4"
"2018/6/1","23","4","4"
"2018/6/1","25","4","4"
"2018/6/1","33","4","4"
"2018/7/1","6","4","4"
"2018/7/1","25","4","4"
"2018/7/1","33","4","4"
"2018/7/1","35","4","4"
"2018/7/1","38","4","4"
"2018/8/1","10","4","4"
"2018/8/1","22","4","4"
"2018/8/1","32","4","4"
"2018/9/1","24","4","4"
"2018/9/1","28","4","4"
"2018/9/1","36","4","4"
"2018/9/1","37","4","4"
"2018/9/1","46","4","4"
"2018/10/1","15","4","4"
"2018/10/1","47","4","4"
"2016/1/1","16","7","4"
"2016/1/1","24","7","4"
"2016/1/1","31","7","4"
"2016/1/1","37","7","4"
"2016/2/1","1","7","4"
"2016/2/1","3","7","4"
"2016/2/1","6","7","4"
"2016/2/1","14","7","4"
"2016/2/1","20","7","4"
"2016/2/1","21","7","4"
"2016/2/1","25","7","4"
"2016/2/1","30","7","4"
"2016/2/1","46","7","4"
"2016/2/29","4","7","4"
"2016/2/29","7","7","4"
"2016/2/29","16","7","4"
"2016/2/29","37","7","4"
"2016/2/29","40","7","4"
"2016/2/29","47","7","4"
"2016/3/31","7","7","4"
"2016/3/31","25","7","4"
"2016/3/31","37","7","4"
"2016/3/31","42","7","4"
"2017/4/1","5","7","4"
"2017/5/1","4","7","4"
"2017/5/1","7","7","4"
"2017/5/1","16","7","4"
"2017/9/1","25","7","4"
"2017/9/1","30","7","4"
"2017/9/1","46","7","4"
"2017/10/1","1","7","4"
"2017/10/1","3","7","4"
"2017/10/1","14","7","4"
"2017/10/1","20","7","4"
"2017/10/1","38","7","4"
"2017/11/1","6","7","4"
"2017/11/1","33","7","4"
"2017/11/1","35","7","4"
"2017/11/1","38","7","4"
"2017/12/1","13","7","4"
"2017/12/1","32","7","4"
"2017/12/1","38","7","4"
"2016/3/31","46","7","4"
"2016/3/31","47","7","4"
"2017/5/1","6","7","4"
"2017/5/1","33","7","4"
"2017/5/1","35","7","4"
"2017/5/1","38","7","4"
"2016/5/31","1","7","4"
"2016/5/31","3","7","4"
"2016/5/31","14","7","4"
"2016/5/31","20","7","4"
"2016/5/31","38","7","4"
"2016/6/30","13","7","4"
"2016/6/30","32","7","4"
"2016/6/30","38","7","4"
"2016/7/31","7","7","4"
"2018/3/1","14","7","4"
"2018/3/1","28","7","4"
"2018/3/1","30","7","4"
"2018/3/1","33","7","4"
"2018/3/1","38","7","4"
"2018/3/1","46","7","4"
"2018/4/1","4","7","4"
"2018/4/1","15","7","4"
"2018/4/1","16","7","4"
"2017/5/1","37","7","4"
"2017/5/1","40","7","4"
"2017/5/1","47","7","4"
"2017/6/1","11","7","4"
"2017/6/1","27","7","4"
"2017/6/1","28","7","4"
"2017/6/1","31","7","4"
"2017/6/1","44","7","4"
"2017/7/1","16","7","4"
"2017/7/1","24","7","4"
"2017/7/1","31","7","4"
"2017/7/1","37","7","4"
"2017/8/1","7","7","4"
"2017/8/1","25","7","4"
"2017/8/1","37","7","4"
"2017/8/1","42","7","4"
"2017/8/1","46","7","4"
"2017/8/1","47","7","4"
"2017/9/1","1","7","4"
"2017/9/1","3","7","4"
"2017/9/1","6","7","4"
"2017/9/1","14","7","4"
"2017/9/1","20","7","4"
"2017/9/1","21","7","4"
"2016/7/31","25","7","4"
"2016/7/31","37","7","4"
"2016/7/31","42","7","4"
"2016/7/31","46","7","4"
"2016/7/31","47","7","4"
"2016/8/31","6","7","4"
"2016/8/31","33","7","4"
"2016/8/31","35","7","4"
"2016/8/31","38","7","4"
"2016/9/30","16","7","4"
"2016/9/30","24","7","4"
"2016/9/30","31","7","4"
"2016/9/30","37","7","4"
"2016/10/31","6","7","4"
"2016/10/31","33","7","4"
"2016/10/31","35","7","4"
"2016/10/31","38","7","4"
"2016/11/30","1","7","4"
"2016/11/30","3","7","4"
"2018/1/1","43","7","4"
"2018/2/1","3","7","4"
"2018/2/1","10","7","4"
"2018/2/1","13","7","4"
"2018/2/1","38","7","4"
"2016/11/30","14","7","4"
"2016/11/30","20","7","4"
"2016/11/30","38","7","4"
"2016/12/31","13","7","4"
"2016/12/31","32","7","4"
"2016/12/31","38","7","4"
"2018/4/1","40","7","4"
"2018/4/1","42","7","4"
"2018/4/1","47","7","4"
"2018/6/1","1","7","4"
"2018/6/1","33","7","4"
"2018/6/1","35","7","4"
"2018/6/1","38","7","4"
"2018/7/1","7","7","4"
"2018/7/1","38","7","4"
"2018/8/1","15","7","4"
"2018/8/1","16","7","4"
"2018/8/1","24","7","4"
"2018/8/1","37","7","4"
"2018/8/1","47","7","4"
"2018/9/1","16","7","4"
"2018/9/1","24","7","4"
"2018/9/1","37","7","4"
"2018/9/1","42","7","4"
"2018/9/1","46","7","4"
"2018/10/1","31","7","4"
"2018/10/1","36","7","4"
"2018/11/1","46","7","4"
"2018/11/1","47","7","4"
"2016/1/1","10","3","4"
"2016/1/1","13","3","4"
"2016/1/1","35","3","4"
"2016/1/1","38","3","4"
"2016/2/1","23","3","4"
"2016/2/1","25","3","4"
"2016/2/1","30","3","4"
"2016/2/1","33","3","4"
"2016/2/29","1","3","4"
"2016/2/29","6","3","4"
"2016/2/29","20","3","4"
"2016/2/29","21","3","4"
"2016/2/29","23","3","4"
"2016/2/29","25","3","4"
"2016/2/29","30","3","4"
"2016/3/31","1","3","4"
"2016/3/31","6","3","4"
"2016/3/31","14","3","4"
"2016/3/31","21","3","4"
"2016/3/31","23","3","4"
"2016/3/31","25","3","4"
"2017/4/1","15","3","4"
"2017/4/1","24","3","4"
"2017/4/1","36","3","4"
"2017/4/1","40","3","4"
"2017/5/1","1","3","4"
"2017/5/1","6","3","4"
"2017/5/1","20","3","4"
"2017/9/1","25","3","4"
"2017/9/1","30","3","4"
"2017/9/1","33","3","4"
"2017/10/1","10","3","4"
"2017/10/1","20","3","4"
"2017/10/1","22","3","4"
"2017/10/1","33","3","4"
"2017/10/1","38","3","4"
"2017/11/1","1","3","4"
"2017/11/1","3","3","4"
"2017/11/1","6","3","4"
"2017/11/1","20","3","4"
"2017/11/1","21","3","4"
"2017/11/1","30","3","4"
"2017/12/1","15","3","4"
"2017/12/1","24","3","4"
"2017/12/1","36","3","4"
"2017/5/1","1","3","4"
"2017/5/1","3","3","4"
"2017/5/1","6","3","4"
"2017/5/1","20","3","4"
"2017/5/1","21","3","4"
"2017/5/1","30","3","4"
"2016/5/31","10","3","4"
"2016/5/31","20","3","4"
"2016/5/31","22","3","4"
"2016/5/31","33","3","4"
"2016/5/31","38","3","4"
"2016/6/30","15","3","4"
"2016/6/30","24","3","4"
"2016/6/30","36","3","4"
"2016/7/31","1","3","4"
"2016/7/31","6","3","4"
"2016/7/31","14","3","4"
"2016/7/31","21","3","4"
"2016/7/31","23","3","4"
"2018/3/1","21","3","4"
"2018/3/1","22","3","4"
"2018/4/1","4","3","4"
"2018/4/1","13","3","4"
"2017/5/1","21","3","4"
"2017/5/1","23","3","4"
"2017/5/1","25","3","4"
"2017/5/1","30","3","4"
"2017/6/1","22","3","4"
"2017/7/1","10","3","4"
"2017/7/1","13","3","4"
"2017/7/1","35","3","4"
"2017/7/1","38","3","4"
"2017/8/1","1","3","4"
"2017/8/1","6","3","4"
"2017/8/1","14","3","4"
"2017/8/1","21","3","4"
"2017/8/1","23","3","4"
"2017/8/1","25","3","4"
"2017/9/1","23","3","4"
"2016/7/31","25","3","4"
"2016/8/31","1","3","4"
"2016/8/31","3","3","4"
"2016/8/31","6","3","4"
"2016/8/31","20","3","4"
"2016/8/31","21","3","4"
"2016/8/31","30","3","4"
"2016/9/30","10","3","4"
"2016/9/30","13","3","4"
"2016/9/30","35","3","4"
"2016/9/30","38","3","4"
"2016/10/31","1","3","4"
"2016/10/31","3","3","4"
"2016/10/31","6","3","4"
"2016/10/31","20","3","4"
"2016/10/31","21","3","4"
"2016/10/31","30","3","4"
"2016/11/30","10","3","4"
"2018/1/1","4","3","4"
"2018/1/1","23","3","4"
"2018/1/1","46","3","4"
"2018/2/1","1","3","4"
"2018/2/1","14","3","4"
"2018/2/1","20","3","4"
"2018/2/1","21","3","4"
"2018/2/1","30","3","4"
"2018/3/1","1","3","4"
"2018/3/1","3","3","4"
"2016/11/30","20","3","4"
"2016/11/30","22","3","4"
"2016/11/30","33","3","4"
"2016/11/30","38","3","4"
"2016/12/31","15","3","4"
"2016/12/31","24","3","4"
"2016/12/31","36","3","4"
"2017/3/1","1","3","4"
"2017/3/1","6","3","4"
"2017/3/1","18","3","4"
"2017/3/1","20","3","4"
"2017/3/1","21","3","4"
"2017/3/1","25","3","4"
"2018/4/1","36","3","4"
"2018/4/1","46","3","4"
"2018/5/1","6","3","4"
"2018/5/1","7","3","4"
"2018/5/1","17","3","4"
"2018/5/1","21","3","4"
"2018/5/1","38","3","4"
"2018/6/1","26","3","4"
"2018/6/1","39","3","4"
"2018/7/1","38","3","4"
"2018/8/1","26","3","4"
"2018/9/1","2","3","4"
"2018/10/1","4","3","4"
"2018/10/1","15","3","4"
"2018/10/1","16","3","4"
"2018/10/1","46","3","4"
"2018/11/1","2","3","4"
"2018/11/1","11","3","4"
"2018/11/1","27","3","4"
"2018/11/1","28","3","4"
"2016/1/1","24","11","4"
"2016/1/1","27","11","4"
"2016/1/1","31","11","4"
"2016/2/1","19","11","4"
"2016/2/1","28","11","4"
"2016/2/1","44","11","4"
"2016/2/29","27","11","4"
"2016/3/31","19","11","4"
"2016/3/31","27","11","4"
"2016/3/31","29","11","4"
"2017/4/1","4","11","4"
"2017/4/1","17","11","4"
"2017/4/1","36","11","4"
"2017/4/1","37","11","4"
"2017/9/1","28","11","4"
"2017/9/1","44","11","4"
"2017/11/1","5","11","4"
"2017/11/1","23","11","4"
"2017/11/1","25","11","4"
"2017/11/1","45","11","4"
"2017/12/1","6","11","4"
"2017/12/1","7","11","4"
"2017/12/1","20","11","4"
"2017/12/1","42","11","4"
"2018/1/1","1","11","4"
"2017/5/1","5","11","4"
"2017/5/1","23","11","4"
"2017/5/1","25","11","4"
"2017/5/1","45","11","4"
"2016/6/30","6","11","4"
"2016/6/30","7","11","4"
"2016/6/30","20","11","4"
"2016/6/30","42","11","4"
"2016/7/31","19","11","4"
"2018/3/1","24","11","4"
"2018/3/1","47","11","4"
"2017/5/1","27","11","4"
"2017/6/1","11","11","4"
"2017/6/1","19","11","4"
"2017/7/1","24","11","4"
"2017/7/1","27","11","4"
"2017/7/1","31","11","4"
"2017/8/1","19","11","4"
"2017/8/1","27","11","4"
"2017/8/1","29","11","4"
"2017/9/1","19","11","4"
"2016/7/31","27","11","4"
"2016/7/31","29","11","4"
"2016/8/31","5","11","4"
"2016/8/31","23","11","4"
"2016/8/31","25","11","4"
"2016/8/31","45","11","4"
"2016/9/30","24","11","4"
"2016/9/30","27","11","4"
"2016/9/30","31","11","4"
"2016/10/31","5","11","4"
"2016/10/31","23","11","4"
"2016/10/31","25","11","4"
"2016/10/31","45","11","4"
"2018/1/1","3","11","4"
"2018/1/1","6","11","4"
"2018/1/1","15","11","4"
"2018/1/1","20","11","4"
"2018/1/1","21","11","4"
"2018/1/1","23","11","4"
"2018/1/1","30","11","4"
"2018/1/1","35","11","4"
"2018/2/1","24","11","4"
"2018/2/1","44","11","4"
"2016/11/30","44","11","4"
"2016/12/31","6","11","4"
"2016/12/31","7","11","4"
"2016/12/31","20","11","4"
"2016/12/31","42","11","4"
"2017/3/1","9","11","4"
"2017/3/1","13","11","4"
"2018/4/1","28","11","4"
"2018/4/1","31","11","4"
"2018/5/1","12","11","4"
"2018/5/1","16","11","4"
"2018/5/1","28","11","4"
"2018/5/1","31","11","4"
"2018/5/1","36","11","4"
"2018/5/1","40","11","4"
"2018/6/1","24","11","4"
"2018/6/1","40","11","4"
"2018/6/1","47","11","4"
"2018/7/1","11","11","4"
"2018/7/1","12","11","4"
"2018/7/1","31","11","4"
"2018/8/1","27","11","4"
"2018/8/1","28","11","4"
"2018/8/1","37","11","4"
"2018/8/1","47","11","4"
"2018/9/1","12","11","4"
"2018/9/1","27","11","4"
"2018/9/1","31","11","4"
"2018/10/1","12","11","4"
"2018/10/1","31","11","4"
"2018/11/1","24","11","4"
"2018/11/1","36","11","4"
"2016/1/1","10","8","4"
"2016/1/1","33","8","4"
"2016/1/1","38","8","4"
"2016/2/1","1","8","4"
"2016/2/1","38","8","4"
"2016/2/29","24","8","4"
"2016/2/29","36","8","4"
"2016/3/31","3","8","4"
"2016/3/31","10","8","4"
"2016/3/31","30","8","4"
"2016/3/31","33","8","4"
"2016/3/31","38","8","4"
"2017/4/1","3","8","4"
"2017/4/1","33","8","4"
"2017/4/1","35","8","4"
"2017/4/1","38","8","4"
"2017/9/1","38","8","4"
"2017/10/1","16","8","4"
"2017/10/1","28","8","4"
"2017/11/1","12","8","4"
"2017/11/1","27","8","4"
"2017/11/1","31","8","4"
"2017/12/1","4","8","4"
"2017/12/1","7","8","4"
"2017/12/1","23","8","4"
"2017/12/1","42","8","4"
"2017/12/1","47","8","4"
"2017/5/1","12","8","4"
"2017/5/1","27","8","4"
"2017/5/1","31","8","4"
"2016/5/31","16","8","4"
"2016/5/31","28","8","4"
"2016/6/30","4","8","4"
"2016/6/30","7","8","4"
"2016/6/30","23","8","4"
"2016/6/30","42","8","4"
"2016/6/30","47","8","4"
"2016/7/31","3","8","4"
"2016/7/31","10","8","4"
"2018/3/1","24","8","4"
"2018/3/1","40","8","4"
"2018/4/1","8","8","4"
"2018/4/1","11","8","4"
"2018/4/1","12","8","4"
"2018/4/1","19","8","4"
"2017/5/1","24","8","4"
"2017/5/1","36","8","4"
"2017/6/1","3","8","4"
"2017/6/1","10","8","4"
"2017/6/1","22","8","4"
"2017/6/1","33","8","4"
"2017/7/1","10","8","4"
"2017/7/1","33","8","4"
"2017/7/1","38","8","4"
"2017/8/1","3","8","4"
"2017/8/1","10","8","4"
"2017/8/1","30","8","4"
"2017/8/1","33","8","4"
"2017/8/1","38","8","4"
"2017/9/1","1","8","4"
"2016/7/31","30","8","4"
"2016/7/31","33","8","4"
"2016/7/31","38","8","4"
"2016/8/31","12","8","4"
"2016/8/31","27","8","4"
"2016/8/31","31","8","4"
"2016/9/30","10","8","4"
"2016/9/30","33","8","4"
"2016/9/30","38","8","4"
"2016/10/31","12","8","4"
"2016/10/31","27","8","4"
"2016/10/31","31","8","4"
"2018/1/1","13","8","4"
"2018/2/1","4","8","4"
"2018/2/1","7","8","4"
"2018/2/1","15","8","4"
"2018/2/1","18","8","4"
"2018/2/1","36","8","4"
"2018/2/1","42","8","4"
"2018/2/1","46","8","4"
"2016/11/30","16","8","4"
"2016/11/30","28","8","4"
"2016/12/31","4","8","4"
"2016/12/31","7","8","4"
"2016/12/31","23","8","4"
"2016/12/31","42","8","4"
"2018/4/1","27","8","4"
"2018/4/1","29","8","4"
"2018/4/1","31","8","4"
"2018/4/1","44","8","4"
"2018/5/1","28","8","4"
"2018/5/1","31","8","4"
"2018/5/1","40","8","4"
"2018/6/1","16","8","4"
"2018/6/1","36","8","4"
"2018/6/1","37","8","4"
"2018/6/1","42","8","4"
"2018/6/1","46","8","4"
"2018/7/1","24","8","4"
"2018/7/1","28","8","4"
"2018/7/1","37","8","4"
"2018/8/1","4","8","4"
"2018/8/1","24","8","4"
"2018/8/1","36","8","4"
"2018/9/1","16","8","4"
"2018/9/1","37","8","4"
"2018/9/1","40","8","4"
"2018/10/1","8","8","4"
"2018/10/1","19","8","4"
"2018/10/1","29","8","4"
"2018/10/1","31","8","4"
"2018/10/1","34","8","4"
"2018/11/1","11","8","4"
"2018/11/1","12","8","4"
"2018/11/1","28","8","4"
"2018/11/1","29","8","4"
"2016/1/1","16","11","5"
"2016/1/1","28","11","5"
"2016/1/1","37","11","5"
"2016/1/1","40","11","5"
"2016/2/29","16","11","5"
"2016/2/29","24","11","5"
"2016/2/29","28","11","5"
"2016/2/29","37","11","5"
"2016/2/29","40","11","5"
"2016/3/31","12","11","5"
"2017/4/1","18","11","5"
"2017/4/1","23","11","5"
"2017/4/1","25","11","5"
"2017/4/1","42","11","5"
"2017/5/1","16","11","5"
"2017/10/1","30","11","5"
"2017/11/1","2","11","5"
"2017/11/1","34","11","5"
"2017/11/1","41","11","5"
"2017/12/1","1","11","5"
"2017/12/1","21","11","5"
"2017/12/1","23","11","5"
"2017/12/1","25","11","5"
"2017/12/1","46","11","5"
"2016/3/31","44","11","5"
"2017/5/1","2","11","5"
"2017/5/1","34","11","5"
"2017/5/1","41","11","5"
"2016/5/31","30","11","5"
"2016/6/30","1","11","5"
"2016/6/30","21","11","5"
"2016/6/30","23","11","5"
"2016/6/30","25","11","5"
"2016/6/30","46","11","5"
"2016/7/31","12","11","5"
"2018/3/1","15","11","5"
"2018/3/1","16","11","5"
"2018/3/1","36","11","5"
"2017/5/1","24","11","5"
"2017/5/1","28","11","5"
"2017/5/1","37","11","5"
"2017/5/1","40","11","5"
"2017/6/1","12","11","5"
"2017/6/1","27","11","5"
"2017/6/1","28","11","5"
"2017/6/1","31","11","5"
"2017/6/1","44","11","5"
"2017/7/1","16","11","5"
"2017/7/1","28","11","5"
"2017/7/1","37","11","5"
"2017/7/1","40","11","5"
"2017/8/1","12","11","5"
"2017/8/1","44","11","5"
"2016/7/31","44","11","5"
"2016/8/31","2","11","5"
"2016/8/31","34","11","5"
"2016/8/31","41","11","5"
"2016/9/30","16","11","5"
"2016/9/30","28","11","5"
"2016/9/30","37","11","5"
"2016/9/30","40","11","5"
"2016/10/31","2","11","5"
"2016/10/31","34","11","5"
"2016/10/31","41","11","5"
"2018/1/1","14","11","5"
"2018/2/1","7","11","5"
"2018/2/1","36","11","5"
"2018/2/1","40","11","5"
"2018/2/1","47","11","5"
"2018/3/1","4","11","5"
"2016/11/30","30","11","5"
"2016/12/31","11","11","5"
"2016/12/31","21","11","5"
"2016/12/31","23","11","5"
"2016/12/31","25","11","5"
"2016/12/31","45","11","5"
"2016/12/31","47","11","5"
"2018/5/1","37","11","5"
"2018/6/1","4","11","5"
"2018/6/1","16","11","5"
"2018/6/1","17","11","5"
"2018/6/1","18","11","5"
"2018/6/1","36","11","5"
"2018/6/1","46","11","5"
"2018/7/1","24","11","5"
"2018/7/1","28","11","5"
"2018/7/1","37","11","5"
"2018/7/1","47","11","5"
"2018/8/1","24","11","5"
"2018/8/1","40","11","5"
"2018/9/1","47","11","5"
"2018/10/1","16","11","5"
"2018/10/1","24","11","5"
"2018/10/1","28","11","5"
"2018/10/1","36","11","5"
"2018/10/1","37","11","5"
"2018/10/1","40","11","5"
"2018/11/1","7","11","5"
"2018/11/1","16","11","5"
"2018/11/1","37","11","5"
"2016/1/1","13","8","5"
"2016/1/1","22","8","5"
"2016/1/1","35","8","5"
"2016/2/1","10","8","5"
"2016/2/1","13","8","5"
"2016/2/1","22","8","5"
"2016/2/29","4","8","5"
"2016/2/29","15","8","5"
"2016/2/29","37","8","5"
"2016/2/29","40","8","5"
"2016/3/31","35","8","5"
"2017/4/1","30","8","5"
"2017/5/1","4","8","5"
"2017/5/1","15","8","5"
"2017/10/1","4","8","5"
"2017/10/1","15","8","5"
"2017/10/1","24","8","5"
"2017/10/1","37","8","5"
"2017/10/1","40","8","5"
"2017/11/1","24","8","5"
"2017/11/1","28","8","5"
"2017/12/1","15","8","5"
"2017/12/1","17","8","5"
"2017/12/1","18","8","5"
"2017/12/1","20","8","5"
"2017/5/1","24","8","5"
"2017/5/1","28","8","5"
"2016/5/31","4","8","5"
"2016/5/31","15","8","5"
"2016/5/31","24","8","5"
"2016/5/31","37","8","5"
"2016/5/31","40","8","5"
"2016/6/30","15","8","5"
"2016/6/30","17","8","5"
"2016/6/30","18","8","5"
"2016/6/30","20","8","5"
"2018/3/1","16","8","5"
"2018/3/1","36","8","5"
"2018/3/1","47","8","5"
"2017/5/1","37","8","5"
"2017/5/1","40","8","5"
"2017/6/1","35","8","5"
"2017/6/1","38","8","5"
"2017/7/1","13","8","5"
"2017/7/1","22","8","5"
"2017/7/1","35","8","5"
"2017/8/1","35","8","5"
"2017/9/1","10","8","5"
"2017/9/1","13","8","5"
"2017/9/1","22","8","5"
"2016/7/31","35","8","5"
"2016/8/31","24","8","5"
"2016/8/31","28","8","5"
"2016/9/30","13","8","5"
"2016/9/30","22","8","5"
"2016/9/30","35","8","5"
"2016/10/31","24","8","5"
"2016/10/31","28","8","5"
"2016/11/30","4","8","5"
"2018/1/1","32","8","5"
"2018/1/1","43","8","5"
"2018/2/1","20","8","5"
"2018/2/1","23","8","5"
"2016/11/30","15","8","5"
"2016/11/30","24","8","5"
"2016/11/30","37","8","5"
"2016/11/30","40","8","5"
"2016/12/31","15","8","5"
"2016/12/31","17","8","5"
"2016/12/31","18","8","5"
"2016/12/31","20","8","5"
"2018/5/1","16","8","5"
"2018/5/1","24","8","5"
"2018/5/1","36","8","5"
"2018/6/1","15","8","5"
"2018/6/1","18","8","5"
"2018/6/1","47","8","5"
"2018/7/1","15","8","5"
"2018/7/1","16","8","5"
"2018/7/1","42","8","5"
"2018/7/1","46","8","5"
"2018/8/1","15","8","5"
"2018/8/1","16","8","5"
"2018/8/1","42","8","5"
"2018/8/1","46","8","5"
"2018/8/1","47","8","5"
"2018/9/1","24","8","5"
"2018/9/1","36","8","5"
"2018/9/1","46","8","5"
"2018/10/1","12","8","5"
"2018/10/1","27","8","5"
"2018/11/1","24","8","5"
"2016/1/1","10","13","5"
"2016/2/1","36","13","5"
"2016/2/1","37","13","5"
"2016/2/29","10","13","5"
"2016/2/29","13","13","5"
"2016/2/29","35","13","5"
"2016/3/31","1","13","5"
"2016/3/31","6","13","5"
"2016/3/31","7","13","5"
"2016/3/31","17","13","5"
"2016/3/31","18","13","5"
"2016/3/31","20","13","5"
"2017/4/1","9","13","5"
"2017/5/1","10","13","5"
"2017/5/1","13","13","5"
"2017/9/1","36","13","5"
"2017/9/1","37","13","5"
"2017/10/1","18","13","5"
"2017/10/1","23","13","5"
"2017/10/1","46","13","5"
"2017/11/1","1","13","5"
"2017/11/1","20","13","5"
"2017/11/1","21","13","5"
"2017/11/1","30","13","5"
"2017/12/1","12","13","5"
"2017/5/1","1","13","5"
"2017/5/1","20","13","5"
"2017/5/1","21","13","5"
"2017/5/1","30","13","5"
"2016/5/31","18","13","5"
"2016/5/31","23","13","5"
"2016/5/31","46","13","5"
"2016/6/30","12","13","5"
"2016/7/31","1","13","5"
"2016/7/31","6","13","5"
"2016/7/31","7","13","5"
"2016/7/31","17","13","5"
"2016/7/31","18","13","5"
"2016/7/31","20","13","5"
"2018/3/1","22","13","5"
"2018/3/1","33","13","5"
"2018/3/1","38","13","5"
"2017/5/1","35","13","5"
"2017/6/1","9","13","5"
"2017/8/1","1","13","5"
"2017/8/1","6","13","5"
"2017/8/1","7","13","5"
"2017/8/1","17","13","5"
"2017/8/1","18","13","5"
"2017/8/1","20","13","5"
"2016/8/31","1","13","5"
"2016/8/31","20","13","5"
"2016/8/31","21","13","5"
"2016/8/31","30","13","5"
"2016/10/31","1","13","5"
"2016/10/31","20","13","5"
"2016/10/31","21","13","5"
"2016/10/31","30","13","5"
"2018/1/1","4","13","5"
"2018/1/1","18","13","5"
"2018/1/1","42","13","5"
"2018/1/1","47","13","5"
"2018/2/1","3","13","5"
"2018/2/1","14","13","5"
"2018/2/1","18","13","5"
"2018/2/1","20","13","5"
"2018/2/1","30","13","5"
"2018/2/1","33","13","5"
"2018/3/1","3","13","5"
"2016/11/30","18","13","5"
"2016/11/30","23","13","5"
"2016/11/30","43","13","5"
"2016/11/30","46","13","5"
"2016/12/31","12","13","5"
"2018/4/1","32","13","5"
"2018/4/1","43","13","5"
"2018/6/1","1","13","5"
"2018/6/1","20","13","5"
"2018/6/1","21","13","5"
"2018/6/1","30","13","5"
"2018/6/1","33","13","5"
"2018/6/1","35","13","5"
"2018/7/1","11","13","5"
"2018/7/1","12","13","5"
"2018/7/1","28","13","5"
"2018/7/1","31","13","5"
"2018/7/1","47","13","5"
"2018/8/1","11","13","5"
"2018/8/1","28","13","5"
"2018/8/1","31","13","5"
"2018/8/1","36","13","5"
"2018/8/1","47","13","5"
"2018/9/1","16","13","5"
"2018/9/1","24","13","5"
"2018/9/1","42","13","5"
"2018/9/1","47","13","5"
"2018/10/1","3","13","5"
"2018/10/1","6","13","5"
"2018/10/1","21","13","5"
"2018/10/1","25","13","5"
"2018/10/1","33","13","5"
"2018/11/1","6","13","5"
"2018/11/1","17","13","5"
"2016/2/1","10","3","5"
"2016/2/1","20","3","5"
"2016/2/1","22","3","5"
"2016/2/1","35","3","5"
"2016/2/29","3","3","5"
"2016/2/29","33","3","5"
"2016/2/29","38","3","5"
"2016/3/31","30","3","5"
"2016/3/31","33","3","5"
"2016/3/31","35","3","5"
"2017/4/1","4","3","5"
"2017/4/1","7","3","5"
"2017/4/1","37","3","5"
"2017/5/1","3","3","5"
"2017/9/1","35","3","5"
"2017/11/1","10","3","5"
"2017/11/1","14","3","5"
"2017/11/1","25","3","5"
"2017/12/1","4","3","5"
"2017/12/1","16","3","5"
"2017/12/1","37","3","5"
"2017/12/1","40","3","5"
"2017/12/1","47","3","5"
"2017/5/1","10","3","5"
"2017/5/1","14","3","5"
"2017/5/1","25","3","5"
"2016/6/30","4","3","5"
"2016/6/30","16","3","5"
"2016/6/30","37","3","5"
"2016/6/30","40","3","5"
"2016/6/30","47","3","5"
"2018/3/1","13","3","5"
"2018/3/1","38","3","5"
"2018/4/1","1","3","5"
"2018/4/1","7","3","5"
"2018/4/1","17","3","5"
"2018/4/1","18","3","5"
"2018/4/1","20","3","5"
"2018/4/1","21","3","5"
"2017/5/1","33","3","5"
"2017/5/1","38","3","5"
"2017/6/1","13","3","5"
"2017/6/1","32","3","5"
"2017/6/1","43","3","5"
"2017/7/1","43","3","5"
"2017/8/1","30","3","5"
"2017/8/1","33","3","5"
"2017/8/1","35","3","5"
"2017/9/1","10","3","5"
